Protein,Gene,Description,log2FC,pvalue,adj.pvalue,Status
O15269,SPTLC1,serine palmitoyltransferase long chain base subunit 1,0.0518958760095472,0.867532101624946,0.999774437519936,Not Significant
O15270,SPTLC2,serine palmitoyltransferase long chain base subunit 2,0.320799254118674,0.145960853883192,0.999774437519936,Not Significant
O15294,OGT,O-linked N-acetylglucosamine (GlcNAc) transferase,0.0990386561126832,0.751644717727257,0.999774437519936,Not Significant
O15297,PPM1D,"protein phosphatase, Mg2+/Mn2+ dependent 1D",-0.454151212890791,0.249431732013393,0.999774437519936,Not Significant
O15305,PMM2,phosphomannomutase 2,-0.030286539345426,0.88262820575418,0.999774437519936,Not Significant
O15321,TM9SF1,transmembrane 9 superfamily member 1,-0.0844506896854828,0.760639172340883,0.999774437519936,Not Significant
O15347,HMGB3,high mobility group box 3,-0.295130695973569,0.556109827169522,0.999774437519936,Not Significant
O15355,PPM1G,"protein phosphatase, Mg2+/Mn2+ dependent 1G",0.177319694579585,0.294451118767259,0.999774437519936,Not Significant
O15357,INPPL1,inositol polyphosphate phosphatase like 1,0.0611852545106215,0.721049932312747,0.999774437519936,Not Significant
O15371,EIF3D,eukaryotic translation initiation factor 3 subunit D,-0.947155189759756,0.0210280694940805,0.999774437519936,Not Significant
O15372,EIF3H,eukaryotic translation initiation factor 3 subunit H,0.0561101963164056,0.797468912909158,0.999774437519936,Not Significant
O15381,NVL,nuclear VCP like,0.0850916054304916,0.794937779317386,0.999774437519936,Not Significant
O15382,BCAT2,branched chain amino acid transaminase 2,0.161076760445516,0.354349765970885,0.999774437519936,Not Significant
O15397,IPO8,importin 8,0.18501841531556,0.402035086994608,0.999774437519936,Not Significant
O15400,STX7,syntaxin 7,0.25598264566373,0.295017810639388,0.999774437519936,Not Significant
O15417,TNRC18,trinucleotide repeat containing 18,0.0949304591635551,0.818851904219557,0.999774437519936,Not Significant
O15427,SLC16A3,solute carrier family 16 member 3,0.102956329126922,0.791974010227257,0.999774437519936,Not Significant
O15438,ABCC3,ATP binding cassette subfamily C member 3,-0.190689162603054,0.63208646493253,0.999774437519936,Not Significant
O15439,ABCC4,ATP binding cassette subfamily C member 4 (PEL blood group),0.0921481745756061,0.777555301386309,0.999774437519936,Not Significant
O15446,POLR1G,RNA polymerase I subunit G,-0.042894767460044,0.867667771402518,0.999774437519936,Not Significant
O15455,TLR3,toll like receptor 3,0.0204219055208559,0.935058024637333,0.999774437519936,Not Significant
O15488,GYG2,glycogenin 2,0.104897167357625,0.753207443631214,0.999774437519936,Not Significant
O15498,YKT6,YKT6 vesicular SNARE protein,0.182137709063448,0.515707397097015,0.999774437519936,Not Significant
O15504,NUP42,nucleoporin 42,-0.0810741000631371,0.869887300917294,0.999774437519936,Not Significant
O15511,ARPC5,actin related protein 2/3 complex subunit 5,-0.344337259723411,0.464091377849941,0.999774437519936,Not Significant
O15525,MAFG,MAF bZIP transcription factor G,0.991284623160872,0.0210609330623932,0.999774437519936,Not Significant
O15527,OGG1,8-oxoguanine DNA glycosylase,0.0537537514571425,0.796628176004198,0.999774437519936,Not Significant
O15530,PDPK1,3-phosphoinositide dependent protein kinase 1,0.125133530978034,0.729649567491087,0.999774437519936,Not Significant
O15533,TAPBP,TAP binding protein,0.0286482131264664,0.920589161820627,0.999774437519936,Not Significant
O15540,FABP7,fatty acid binding protein 7,-0.654383870891941,0.175550281738972,0.999774437519936,Not Significant
O15541,RNF113A,ring finger protein 113A,0.0786272605720874,0.485886262108087,0.999774437519936,Not Significant
O15550,KDM6A,lysine demethylase 6A,-0.0787749231462734,0.757405344257253,0.999774437519936,Not Significant
O43148,RNMT,RNA guanine-7 methyltransferase,0.26159509847568,0.114796069295553,0.999774437519936,Not Significant
O43149,ZZEF1,zinc finger ZZ-type and EF-hand domain containing 1,0.0731959324171548,0.683627333439774,0.999774437519936,Not Significant
O43156,TTI1,TELO2 interacting protein 1,0.354759309119087,0.63665776923657,0.999774437519936,Not Significant
O43159,RRP8,ribosomal RNA processing 8,0.254287326557238,0.105376686322308,0.999774437519936,Not Significant
O43164,PJA2,praja ring finger ubiquitin ligase 2,-0.208290859112317,0.270812742763955,0.999774437519936,Not Significant
O43167,ZBTB24,zinc finger and BTB domain containing 24,0.0678957069659759,0.92117286419463,0.999774437519936,Not Significant
O43169,CYB5B,cytochrome b5 type B,-0.173895890989265,0.611923299431323,0.999774437519936,Not Significant
O43172,PRPF4,pre-mRNA splicing tri-snRNP complex factor PRPF4,0.607109479189072,0.461891252079741,0.999774437519936,Not Significant
O43175,PHGDH,phosphoglycerate dehydrogenase,-1.28178234689112,0.133150473122748,0.999774437519936,Not Significant
O43181,NDUFS4,NADH:ubiquinone oxidoreductase subunit S4,0.362539976659658,0.236100555856126,0.999774437519936,Not Significant
O43182,ARHGAP6,Rho GTPase activating protein 6,0.160640938381438,0.792716577329516,0.999774437519936,Not Significant
O43189,PHF1,PHD finger protein 1,-0.0254368827834745,0.941025399164527,0.999774437519936,Not Significant
O43237,DYNC1LI2,dynein cytoplasmic 1 light intermediate chain 2,0.184074748938457,0.354743311179082,0.999774437519936,Not Significant
O43240,KLK10,kallikrein related peptidase 10,-0.440309323603761,0.494343543606268,0.999774437519936,Not Significant
O43242,PSMD3,"proteasome 26S subunit, non-ATPase 3",0.207320198602287,0.388597690077781,0.999774437519936,Not Significant
O43252,PAPSS1,3'-phosphoadenosine 5'-phosphosulfate synthase 1,0.35711052779959,0.177281504231555,0.999774437519936,Not Significant
O43264,ZW10,zw10 kinetochore protein,-0.0315346637370095,0.928695397499284,0.999774437519936,Not Significant
O43272,PRODH,proline dehydrogenase 1,-0.337461351618035,0.489506882632826,0.999774437519936,Not Significant
O43290,SART1,"spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP",0.116809845369904,0.593568593150154,0.999774437519936,Not Significant
O43292,GPAA1,glycosylphosphatidylinositol anchor attachment 1,0.49158330791102,0.204980004764384,0.999774437519936,Not Significant
O43296,ZNF264,zinc finger protein 264,0.29250618360957,0.279339644142846,0.999774437519936,Not Significant
O43299,AP5Z1,adaptor related protein complex 5 subunit zeta 1,0.17142600582231,0.373841208329488,0.999774437519936,Not Significant
O43301,HSPA12A,heat shock protein family A (Hsp70) member 12A,-0.777136272069622,0.247825968667559,0.999774437519936,Not Significant
O43314,PPIP5K2,diphosphoinositol pentakisphosphate kinase 2,0.137656128499607,0.567247030449142,0.999774437519936,Not Significant
O43318,MAP3K7,mitogen-activated protein kinase kinase kinase 7,0.48921790589865,0.327543555817496,0.999774437519936,Not Significant
O43324,EEF1E1,eukaryotic translation elongation factor 1 epsilon 1,-0.609615052688016,0.264209534611594,0.999774437519936,Not Significant
O43353,RIPK2,receptor interacting serine/threonine kinase 2,0.26358585579904,0.431843438460813,0.999774437519936,Not Significant
O43390,HNRNPR,heterogeneous nuclear ribonucleoprotein R,-0.0136021331378232,0.957275097378001,0.999774437519936,Not Significant
O43395,PRPF3,pre-mRNA processing factor 3,-0.00417537093495939,0.985879052493063,0.999774437519936,Not Significant
O43396,TXNL1,thioredoxin like 1,0.207045034129597,0.644379975538484,0.999774437519936,Not Significant
O43399,TPD52L2,TPD52 like 2,-0.670906435607564,0.127434668579049,0.999774437519936,Not Significant
O43402,EMC8,ER membrane protein complex subunit 8,-0.302795815553272,0.522671176375424,0.999774437519936,Not Significant
O43422,THAP12,THAP domain containing 12,-0.302479212923563,0.485364915680281,0.999774437519936,Not Significant
O43426,SYNJ1,synaptojanin 1,-0.104394426041085,0.599601701516063,0.999774437519936,Not Significant
O43427,FIBP,FGF1 intracellular binding protein,0.0288406525585769,0.907543991056728,0.999774437519936,Not Significant
O43432,EIF4G3,eukaryotic translation initiation factor 4 gamma 3,0.247877764981349,0.173553418388788,0.999774437519936,Not Significant
O43447,PPIH,peptidylprolyl isomerase H,-0.324929282763273,0.08112724580596,0.999774437519936,Not Significant
O43451,MGAM,maltase-glucoamylase,1.01871462298724,0.16333548043032,0.999774437519936,Not Significant
O43463,SUV39H1,SUV39H1 histone lysine methyltransferase,0.141895925059853,0.612033508608531,0.999774437519936,Not Significant
O43464,HTRA2,HtrA serine peptidase 2,0.066471534991027,0.811553827040986,0.999774437519936,Not Significant
O43488,AKR7A2,aldo-keto reductase family 7 member A2,0.0512469558135022,0.81876328726357,0.999774437519936,Not Significant
O43491,EPB41L2,erythrocyte membrane protein band 4.1 like 2,0.32972858950745,0.144253386060762,0.999774437519936,Not Significant
O43493,TGOLN2,trans-golgi network protein 2,-0.128058947304538,0.745943086430614,0.999774437519936,Not Significant
O43504,LAMTOR5,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5",-0.262912838139733,0.61163314907863,0.999774437519936,Not Significant
O43516,WIPF1,WAS/WASL interacting protein family member 1,-0.748323394668806,0.310861022879466,0.999774437519936,Not Significant
O43524,FOXO3,forkhead box O3,-0.0341127754047622,0.963995888529039,0.999774437519936,Not Significant
O43548,TGM5,transglutaminase 5,-0.0110603206050122,0.826109380915388,0.999774437519936,Not Significant
O43572,AKAP10,A-kinase anchoring protein 10,-0.411709667939248,0.434529889581195,0.999774437519936,Not Significant
O43583,DENR,density regulated re-initiation and release factor,-0.147148641351302,0.568135574983338,0.999774437519936,Not Significant
O43592,XPOT,exportin for tRNA,-0.0562448715760232,0.830489287489097,0.999774437519936,Not Significant
O43598,DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,-0.0248071750554323,0.943725259235241,0.999774437519936,Not Significant
O43615,TIMM44,translocase of inner mitochondrial membrane 44,0.181239169197878,0.480253185346003,0.999774437519936,Not Significant
O43617,TRAPPC3,trafficking protein particle complex subunit 3,0.133717114624777,0.707934277993177,0.999774437519936,Not Significant
O43633,CHMP2A,charged multivesicular body protein 2A,0.462675202278129,0.168546395533542,0.999774437519936,Not Significant
O43639,NCK2,NCK adaptor protein 2,0.00410116180407915,0.988283113345643,0.999774437519936,Not Significant
O43660,PLRG1,pleiotropic regulator 1,0.136282344928202,0.304245967733348,0.999774437519936,Not Significant
O43665,RGS10,regulator of G protein signaling 10,-0.580056757428744,0.274838268343779,0.999774437519936,Not Significant
O43674,NDUFB5,NADH:ubiquinone oxidoreductase subunit B5,0.100171816627289,0.807729805314889,0.999774437519936,Not Significant
O43676,NDUFB3,NADH:ubiquinone oxidoreductase subunit B3,-0.558151077334603,0.14997184016324,0.999774437519936,Not Significant
O43678,NDUFA2,NADH:ubiquinone oxidoreductase subunit A2,-0.126738055451471,0.813553051277819,0.999774437519936,Not Significant
O43681,GET3,"guided entry of tail-anchored proteins factor 3, ATPase",-0.0174109678323013,0.954640718384952,0.999774437519936,Not Significant
O43707,ACTN4,actinin alpha 4,-0.206793469376378,0.368330212007569,0.999774437519936,Not Significant
O43708,GSTZ1,glutathione S-transferase zeta 1,-0.338909598149717,0.456775459246283,0.999774437519936,Not Significant
O43709,BUD23,BUD23 rRNA methyltransferase and ribosome maturation factor,0.101359124188693,0.677181596417154,0.999774437519936,Not Significant
O43716,GATC,glutamyl-tRNA amidotransferase subunit C,0.309283596775885,0.712928848482453,0.999774437519936,Not Significant
O43719,HTATSF1,HIV-1 Tat specific factor 1,-0.012862747219688,0.933851159147282,0.999774437519936,Not Significant
O43752,STX6,syntaxin 6,0.111688495386773,0.583038709565759,0.999774437519936,Not Significant
O43760,SYNGR2,synaptogyrin 2,0.060692921323805,0.884187977402119,0.999774437519936,Not Significant
O43765,SGTA,small glutamine rich tetratricopeptide repeat co-chaperone alpha,-0.995125963819985,0.136098453574514,0.999774437519936,Not Significant
O43768,ENSA,endosulfine alpha,0.195743744793182,0.89936412768649,0.999774437519936,Not Significant
O43772,SLC25A20,solute carrier family 25 member 20,-0.0575710301237701,0.862193123639154,0.999774437519936,Not Significant
O43776,NARS1,asparaginyl-tRNA synthetase 1,0.0769386592927793,0.669539764206622,0.999774437519936,Not Significant
O43790;Q14533,KRT86,keratin 86,-0.0378449689730483,0.945450296558136,0.999774437519936,Not Significant
O43795,MYO1B,myosin IB,-0.122929027959748,0.767676733209229,0.999774437519936,Not Significant
O43808,SLC25A17,solute carrier family 25 member 17,-0.130233179946174,0.437358709710802,0.999774437519936,Not Significant
O43809,NUDT21,nudix hydrolase 21,-0.117569391085289,0.816215058169783,0.999774437519936,Not Significant
O43813,LANCL1,LanC like glutathione S-transferase 1,0.00117555929622878,0.993378707248459,0.999774437519936,Not Significant
O43815,STRN,striatin,-0.263899152787912,0.243557951111823,0.999774437519936,Not Significant
O43818,RRP9,"ribosomal RNA processing 9, U3 small nucleolar RNA binding protein",0.403415663113104,0.103046057564239,0.999774437519936,Not Significant
O43819,SCO2,synthesis of cytochrome C oxidase 2,-0.0432860436988077,0.825033048874385,0.999774437519936,Not Significant
O43822,CFAP410,cilia and flagella associated protein 410,-0.0971385811010209,0.808139422194001,0.999774437519936,Not Significant
O43823,AKAP8,A-kinase anchoring protein 8,0.0107263344037827,0.962839218565687,0.999774437519936,Not Significant
O43824,GTPBP6,GTP binding protein 6,0.477248113229388,0.031916165333342,0.999774437519936,Not Significant
O43826,SLC37A4,solute carrier family 37 member 4,0.0343101838287704,0.88201500875878,0.999774437519936,Not Significant
O43829,ZBTB14,zinc finger and BTB domain containing 14,-0.0802577291469567,0.903697435343491,0.999774437519936,Not Significant
O43837,IDH3B,isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta,-0.128184572557769,0.559914183040455,0.999774437519936,Not Significant
O43847,NRDC,nardilysin convertase,-0.351354876826057,0.201026027819304,0.999774437519936,Not Significant
O43852,CALU,calumenin,0.113393358132535,0.385663513146207,0.999774437519936,Not Significant
O43896,KIF1C,kinesin family member 1C,1.24536094881835,0.462914234311009,0.999774437519936,Not Significant
O43909,EXTL3,exostosin like glycosyltransferase 3,-0.0187464532534965,0.946622702758813,0.999774437519936,Not Significant
O43913,ORC5,origin recognition complex subunit 5,0.0373889523749194,0.813504570143051,0.999774437519936,Not Significant
O43914,TYROBP,transmembrane immune signaling adaptor TYROBP,0.0795202629863383,0.823065532784436,0.999774437519936,Not Significant
O43920,NDUFS5,NADH:ubiquinone oxidoreductase subunit S5,-0.177365794567487,0.516699202768623,0.999774437519936,Not Significant
O43924,PDE6D,phosphodiesterase 6D,0.314279887092113,0.155576641828107,0.999774437519936,Not Significant
O43929,ORC4,origin recognition complex subunit 4,-0.0810858200983954,0.738057180799759,0.999774437519936,Not Significant
O43933,PEX1,peroxisomal biogenesis factor 1,0.127306081902151,0.754952871949632,0.999774437519936,Not Significant
O60216,RAD21,RAD21 cohesin complex component,0.0846571633949232,0.455821517993337,0.999774437519936,Not Significant
O60218,AKR1B10,aldo-keto reductase family 1 member B10,-0.268281626575235,0.602107734408134,0.999774437519936,Not Significant
O60231,DHX16,DEAH-box helicase 16,0.122272935913074,0.458701480419221,0.999774437519936,Not Significant
O60234,GMFG,glia maturation factor gamma,-0.370385970731178,0.277119345079502,0.999774437519936,Not Significant
O60244,MED14,mediator complex subunit 14,-0.369377048073351,0.213078268206184,0.999774437519936,Not Significant
O60256,PRPSAP2,phosphoribosyl pyrophosphate synthetase associated protein 2,0.147237014487481,0.438341416468664,0.999774437519936,Not Significant
O60264,SMARCA5,SNF2 related chromatin remodeling ATPase 5,0.0447401815529027,0.903338603038711,0.999774437519936,Not Significant
