Protein,Gene,Description,log2FC,pvalue,adj.pvalue,Status
P26641,EEF1G,eukaryotic translation elongation factor 1 gamma,0.139058892287658,0.525578995382315,0.999774437519936,Not Significant
P26951,IL3RA,interleukin 3 receptor subunit alpha,0.11426505842094,0.608803977940413,0.999774437519936,Not Significant
P27105,STOM,stomatin,-0.17689453907047,0.48156982057505,0.999774437519936,Not Significant
P27144,AK4,adenylate kinase 4,-0.871847845797088,0.0277429304747678,0.999774437519936,Not Significant
P27338,MAOB,monoamine oxidase B,-0.374501371561845,0.36706460081794,0.999774437519936,Not Significant
P27348,YWHAQ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta,-0.264352992677378,0.582102660594645,0.999774437519936,Not Significant
P27361,MAPK3,mitogen-activated protein kinase 3,-0.0535937842513674,0.798302244897189,0.999774437519936,Not Significant
P27448,MARK3,microtubule affinity regulating kinase 3,0.164874897547524,0.726077302155711,0.999774437519936,Not Significant
P27449,ATP6V0C,ATPase H+ transporting V0 subunit c,0.551959128497402,0.076149646412699,0.999774437519936,Not Significant
P27482,CALML3,calmodulin like 3,-1.13321081097178,0.421660895211223,0.999774437519936,Not Significant
P27487,DPP4,dipeptidyl peptidase 4,-2.37197418641143,0.037412957977246,0.999774437519936,Not Significant
P27540,ARNT,aryl hydrocarbon receptor nuclear translocator,0.0816709606813853,0.815462090303157,0.999774437519936,Not Significant
P27694,RPA1,replication protein A1,0.171272610621287,0.245356916485243,0.999774437519936,Not Significant
P27695,APEX1,apurinic/apyrimidinic endodeoxyribonuclease 1,0.192161781628416,0.366394081059022,0.999774437519936,Not Significant
P27701,CD82,CD82 molecule,0.380543177307542,0.47997782150318,0.999774437519936,Not Significant
P27707,DCK,deoxycytidine kinase,-0.022191483735984,0.933964707059424,0.999774437519936,Not Significant
P27708,CAD,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",-0.0653694998144682,0.676499592743348,0.999774437519936,Not Significant
P27797,CALR,calreticulin,0.151859145695396,0.327631587270806,0.999774437519936,Not Significant
P27816,MAP4,microtubule associated protein 4,0.0484369252966547,0.779333542742273,0.999774437519936,Not Significant
P27824,CANX,calnexin,0.0696381886402256,0.744964106228514,0.999774437519936,Not Significant
P27986,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1,-0.146215701215805,0.511616901558806,0.999774437519936,Not Significant
P27987,ITPKB,inositol-trisphosphate 3-kinase B,-0.21063031063119,0.413553995007251,0.999774437519936,Not Significant
P28039,AOAH,acyloxyacyl hydrolase,0.105268049019148,0.515492266488383,0.999774437519936,Not Significant
P28062,PSMB8,proteasome 20S subunit beta 8,0.145998031525859,0.478276870005285,0.999774437519936,Not Significant
P28065,PSMB9,proteasome 20S subunit beta 9,0.349000120899635,0.143471106811844,0.999774437519936,Not Significant
P28068,HLA-DMB,"major histocompatibility complex, class II, DM beta",0.257058987169242,0.572021257872365,0.999774437519936,Not Significant
P28070,PSMB4,proteasome 20S subunit beta 4,0.0378319617363651,0.63238637541152,0.999774437519936,Not Significant
P28072,PSMB6,proteasome 20S subunit beta 6,-0.101302818379063,0.346999462474541,0.999774437519936,Not Significant
P28074,PSMB5,proteasome 20S subunit beta 5,-0.340838666613986,0.0622981825316078,0.999774437519936,Not Significant
P28161,GSTM2,glutathione S-transferase mu 2,0.0575332771467765,0.889941829895606,0.999774437519936,Not Significant
P28288,ABCD3,ATP binding cassette subfamily D member 3,0.22298016296871,0.384522359056432,0.999774437519936,Not Significant
P28290,ITPRID2,ITPR interacting domain containing 2,0.274938518088601,0.54512771884165,0.999774437519936,Not Significant
P28328,PEX2,peroxisomal biogenesis factor 2,-0.268612554804633,0.605540458874016,0.999774437519936,Not Significant
P28330,ACADL,acyl-CoA dehydrogenase long chain,-0.423983681642091,0.244546059771177,0.999774437519936,Not Significant
P28331,NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1,0.0955261240532342,0.744084816617644,0.999774437519936,Not Significant
P28340,POLD1,"DNA polymerase delta 1, catalytic subunit",0.0431423293958655,0.811860215247923,0.999774437519936,Not Significant
P28370,SMARCA1,SNF2 related chromatin remodeling ATPase 1,0.0735606467973527,0.774997916451143,0.999774437519936,Not Significant
P28482,MAPK1,mitogen-activated protein kinase 1,0.0609723961327244,0.908030245113463,0.999774437519936,Not Significant
P28676,GCA,grancalcin,-0.489035887104249,0.364458562750539,0.999774437519936,Not Significant
P28702,RXRB,retinoid X receptor beta,-0.595100927854355,0.211467825886721,0.999774437519936,Not Significant
P28715,ERCC5,"ERCC excision repair 5, endonuclease",0.173020799624375,0.48469612333435,0.999774437519936,Not Significant
P28799,GRN,granulin precursor,0.53077517038731,0.192638632016664,0.999774437519936,Not Significant
P28838,LAP3,leucine aminopeptidase 3,0.21758189891586,0.217603429476807,0.999774437519936,Not Significant
P29034,S100A2,S100 calcium binding protein A2,-0.959902772208036,0.647172633474769,0.999774437519936,Not Significant
P29083,GTF2E1,general transcription factor IIE subunit 1,0.0130073950431971,0.961045164718699,0.999774437519936,Not Significant
P29084,GTF2E2,general transcription factor IIE subunit 2,0.0924654009796929,0.779367906431079,0.999774437519936,Not Significant
P29144,TPP2,tripeptidyl peptidase 2,0.0224890785289912,0.871019151711968,0.999774437519936,Not Significant
P29218,IMPA1,inositol monophosphatase 1,0.203590754901768,0.123783294535309,0.999774437519936,Not Significant
P29350,PTPN6,protein tyrosine phosphatase non-receptor type 6,0.200363247002845,0.13129500625203,0.999774437519936,Not Significant
P29353,SHC1,SHC adaptor protein 1,0.234733053929356,0.62751297386619,0.999774437519936,Not Significant
P29372,MPG,N-methylpurine DNA glycosylase,0.308348440962105,0.301504098128119,0.999774437519936,Not Significant
P29373,CRABP2,cellular retinoic acid binding protein 2,-0.62561364080576,0.801173094273523,0.999774437519936,Not Significant
P29374,ARID4A,AT-rich interaction domain 4A,0.0662405301790558,0.860176444915166,0.999774437519936,Not Significant
P29375,KDM5A,lysine demethylase 5A,0.230901101329599,0.398782730439677,0.999774437519936,Not Significant
P29401,TKT,transketolase,0.184854906283613,0.243722792543561,0.999774437519936,Not Significant
P29466,CASP1,caspase 1,0.115504239120532,0.448370669934545,0.999774437519936,Not Significant
P29508,SERPINB3,serpin family B member 3,-2.18503500997002,0.200178971734766,0.999774437519936,Not Significant
P29590,PML,PML nuclear body scaffold,0.113247211298382,0.560452319469596,0.999774437519936,Not Significant
P29597,TYK2,tyrosine kinase 2,0.0864771283249301,0.769237123966619,0.999774437519936,Not Significant
P29692,EEF1D,eukaryotic translation elongation factor 1 delta,-0.164026510718006,0.612284355226986,0.999774437519936,Not Significant
P29728,OAS2,2'-5'-oligoadenylate synthetase 2,0.603518392890355,0.0853735286812785,0.999774437519936,Not Significant
P29966,MARCKS,myristoylated alanine rich protein kinase C substrate,-0.491672184921121,0.157654340266982,0.999774437519936,Not Significant
P29992,GNA11,G protein subunit alpha 11,-0.38709669277215,0.284260485163788,0.999774437519936,Not Significant
P30038,ALDH4A1,aldehyde dehydrogenase 4 family member A1,0.154758404860851,0.505943083018671,0.999774437519936,Not Significant
P30039,PBLD,phenazine biosynthesis like protein domain containing,0.137181792686939,0.395988470347598,0.999774437519936,Not Significant
P30040,ERP29,endoplasmic reticulum protein 29,-0.207894981216938,0.337146324643369,0.999774437519936,Not Significant
P30041,PRDX6,peroxiredoxin 6,-0.240333216444108,0.451048754664818,0.999774437519936,Not Significant
P30043,BLVRB,biliverdin reductase B,-0.202662262515568,0.455388773361555,0.999774437519936,Not Significant
P30044,PRDX5,peroxiredoxin 5,-0.503053796159758,0.272353584448109,0.999774437519936,Not Significant
P30046,DDT,D-dopachrome tautomerase,-0.131579237227547,0.831649422364862,0.999774437519936,Not Significant
P30047,GCHFR,GTP cyclohydrolase I feedback regulator,-0.362794295670233,0.654677123120913,0.999774437519936,Not Significant
P30048,PRDX3,peroxiredoxin 3,-0.076350763353799,0.785123810038376,0.999774437519936,Not Significant
P30049,ATP5F1D,ATP synthase F1 subunit delta,-0.0227042396670389,0.947514024232365,0.999774437519936,Not Significant
P30084,ECHS1,"enoyl-CoA hydratase, short chain 1",0.0725773255240505,0.770447735654131,0.999774437519936,Not Significant
P30085,CMPK1,cytidine/uridine monophosphate kinase 1,0.0196913936190316,0.952179802014917,0.999774437519936,Not Significant
P30086,PEBP1,phosphatidylethanolamine binding protein 1,-0.0906006536289847,0.749724370856932,0.999774437519936,Not Significant
P30101,PDIA3,protein disulfide isomerase family A member 3,0.155324947568238,0.330512671832953,0.999774437519936,Not Significant
P30153,PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha,-0.388649481218505,0.517706305068753,0.999774437519936,Not Significant
P30154,PPP2R1B,protein phosphatase 2 scaffold subunit Abeta,-0.376425932383698,0.248044320315747,0.999774437519936,Not Significant
P30260,CDC27,cell division cycle 27,-0.140933334212226,0.545192032866664,0.999774437519936,Not Significant
P30273,FCER1G,Fc epsilon receptor Ig,0.1040022897067,0.609089631975136,0.999774437519936,Not Significant
P30405,PPIF,peptidylprolyl isomerase F,0.202536223630785,0.790070808179453,0.999774437519936,Not Significant
P30414,NKTR,natural killer cell triggering receptor,0.0599470453325257,0.579022142445262,0.999774437519936,Not Significant
P30419,NMT1,N-myristoyltransferase 1,-0.0106938157722576,0.944183060061338,0.999774437519936,Not Significant
P30519,HMOX2,heme oxygenase 2,-0.117018480356202,0.679228605564647,0.999774437519936,Not Significant
P30520,ADSS2,adenylosuccinate synthase 2,-0.175776506069716,0.651251372104934,0.999774437519936,Not Significant
P30530,AXL,AXL receptor tyrosine kinase,0.328604155266413,0.569080853444717,0.999774437519936,Not Significant
P30533,LRPAP1,LDL receptor related protein associated protein 1,-0.473890556952497,0.217859285557226,0.999774437519936,Not Significant
P30536,TSPO,translocator protein,-0.0797089136903585,0.762345996102519,0.999774437519936,Not Significant
P30566,ADSL,adenylosuccinate lyase,-0.0367674383691643,0.892671674222902,0.999774437519936,Not Significant
P30622,CLIP1,CAP-Gly domain containing linker protein 1,0.0735720556106498,0.71717477535843,0.999774437519936,Not Significant
P30626,SRI,sorcin,-0.562750123288598,0.487921583343536,0.999774437519936,Not Significant
P30679,GNA15,G protein subunit alpha 15,0.0291181015781771,0.948352334955388,0.999774437519936,Not Significant
P30711,GSTT1,glutathione S-transferase theta 1,-0.229371628965338,0.681576440180662,0.999774437519936,Not Significant
P30740,SERPINB1,serpin family B member 1,0.196641861533774,0.330196870155909,0.999774437519936,Not Significant
P30837,ALDH1B1,aldehyde dehydrogenase 1 family member B1,0.247540027699266,0.176735587479776,0.999774437519936,Not Significant
P30876,POLR2B,RNA polymerase II subunit B,0.254615365888675,0.417564674677883,0.999774437519936,Not Significant
P31025,LCN1,lipocalin 1,-0.288189588365069,0.747849741718623,0.999774437519936,Not Significant
P31040,SDHA,succinate dehydrogenase complex flavoprotein subunit A,0.0932767959822321,0.796052566416278,0.999774437519936,Not Significant
P31146,CORO1A,coronin 1A,0.00746797870673328,0.95171376855897,0.999774437519936,Not Significant
P31150,GDI1,GDP dissociation inhibitor 1,0.0328256391800608,0.852729783192353,0.999774437519936,Not Significant
P31151,S100A7,S100 calcium binding protein A7,-2.31261667329301,0.224042799232439,0.999774437519936,Not Significant
P31153,MAT2A,methionine adenosyltransferase 2A,0.101777501810652,0.549978538556285,0.999774437519936,Not Significant
P31483,TIA1,TIA1 cytotoxic granule associated RNA binding protein,0.135835730000386,0.890477437421943,0.999774437519936,Not Significant
P31689,DNAJA1,DnaJ heat shock protein family (Hsp40) member A1,0.168841263255858,0.439491991805012,0.999774437519936,Not Significant
P31749,AKT1,AKT serine/threonine kinase 1,-0.238314577358772,0.534374657624197,0.999774437519936,Not Significant
P31751,AKT2,AKT serine/threonine kinase 2,-0.0529267741568375,0.744602468831822,0.999774437519936,Not Significant
P31930,UQCRC1,ubiquinol-cytochrome c reductase core protein 1,0.0102853292022215,0.971431449536764,0.999774437519936,Not Significant
P31937,HIBADH,3-hydroxyisobutyrate dehydrogenase,0.0491923470459765,0.904032943224204,0.999774437519936,Not Significant
P31939,ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,0.141242823059033,0.457538119333123,0.999774437519936,Not Significant
P31942,HNRNPH3,heterogeneous nuclear ribonucleoprotein H3,-0.160112253761666,0.504018347141437,0.999774437519936,Not Significant
P31943,HNRNPH1,heterogeneous nuclear ribonucleoprotein H1,-0.0253920141545225,0.941270172488034,0.999774437519936,Not Significant
P31944,CASP14,caspase 14,-1.71706503953833,0.110859689692459,0.999774437519936,Not Significant
P31946,YWHAB,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta,-0.392269152068769,0.27947713989353,0.999774437519936,Not Significant
P31947,SFN,stratifin,0.343426899875624,0.888816214312285,0.999774437519936,Not Significant
P31948,STIP1,stress induced phosphoprotein 1,-0.19022855007879,0.45824451409132,0.999774437519936,Not Significant
P31949,S100A11,S100 calcium binding protein A11,-0.324920660048465,0.404311131018136,0.999774437519936,Not Significant
P32019,INPP5B,inositol polyphosphate-5-phosphatase B,0.178506369626424,0.526366463792794,0.999774437519936,Not Significant
P32119,PRDX2,peroxiredoxin 2,-0.0329544859863878,0.80634814643935,0.999774437519936,Not Significant
P32121,ARRB2,arrestin beta 2,0.136856163095086,0.133846052145384,0.999774437519936,Not Significant
P32189,GK,glycerol kinase,0.21022677726261,0.380198980897085,0.999774437519936,Not Significant
P32246,CCR1,C-C motif chemokine receptor 1,0.241919078416547,0.503939492543401,0.999774437519936,Not Significant
P32249,GPR183,G protein-coupled receptor 183,0.560189826855232,0.269446375844985,0.999774437519936,Not Significant
P32321,DCTD,dCMP deaminase,-0.285547509962742,0.425567764293624,0.999774437519936,Not Significant
P32418,SLC8A1,solute carrier family 8 member A1,0.198287838619977,0.517445242396878,0.999774437519936,Not Significant
P32455,GBP1,guanylate binding protein 1,0.604459513857614,0.113151224737461,0.999774437519936,Not Significant
P32519,ELF1,E74 like ETS transcription factor 1,0.0222228147762639,0.916484980616013,0.999774437519936,Not Significant
P32780,GTF2H1,general transcription factor IIH subunit 1,-0.112232044438922,0.621964201212068,0.999774437519936,Not Significant
P32969,RPL9,ribosomal protein L9,-0.215780853264014,0.785974515442946,0.999774437519936,Not Significant
P33121,ACSL1,acyl-CoA synthetase long chain family member 1,0.224197086080986,0.334299291316146,0.999774437519936,Not Significant
P33176,KIF5B,kinesin family member 5B,0.058731511297872,0.736784532210429,0.999774437519936,Not Significant
P33240,CSTF2,cleavage stimulation factor subunit 2,-0.917675187508122,0.20393864860487,0.999774437519936,Not Significant
P33241,LSP1,lymphocyte specific protein 1,0.811624825228493,0.265635991657624,0.999774437519936,Not Significant
P33316,DUT,deoxyuridine triphosphatase,-0.0430456377276199,0.869064236497913,0.999774437519936,Not Significant
P33897,ABCD1,ATP binding cassette subfamily D member 1,0.205329381411702,0.558425471855298,0.999774437519936,Not Significant
P33908,MAN1A1,mannosidase alpha class 1A member 1,-0.481546335601249,0.125301077029871,0.999774437519936,Not Significant
P33991,MCM4,minichromosome maintenance complex component 4,-0.1926710275773,0.252674636089991,0.999774437519936,Not Significant
P33992,MCM5,minichromosome maintenance complex component 5,-0.0509905872629452,0.762571591206198,0.999774437519936,Not Significant
P33993,MCM7,minichromosome maintenance complex component 7,-0.0972580140965657,0.505118237103921,0.999774437519936,Not Significant
P34059,GALNS,galactosamine (N-acetyl)-6-sulfatase,-0.0757732552251086,0.860747760048411,0.999774437519936,Not Significant
P34810,CD68,CD68 molecule,-0.432558094512119,0.400737364949492,0.999774437519936,Not Significant
P34896,SHMT1,serine hydroxymethyltransferase 1,-0.0879282303128225,0.537317781750021,0.999774437519936,Not Significant
P34897,SHMT2,serine hydroxymethyltransferase 2,0.0885261258730107,0.765584949504651,0.999774437519936,Not Significant
P34910,EVI2B,ecotropic viral integration site 2B,-0.418878406020218,0.357557561525204,0.999774437519936,Not Significant
P34913,EPHX2,epoxide hydrolase 2,0.215354611984137,0.832312000539228,0.999774437519936,Not Significant
P34931,HSPA1L,heat shock protein family A (Hsp70) member 1 like,3.24609349818484,0.0216611114600922,0.999774437519936,Not Significant
P34932,HSPA4,heat shock protein family A (Hsp70) member 4,0.0893268946985173,0.474746920975764,0.999774437519936,Not Significant
P34949,MPI,mannose phosphate isomerase,0.0186421901214383,0.953722604412566,0.999774437519936,Not Significant
P35219,CA8,carbonic anhydrase 8,1.57096071433661,0.0417837356143636,0.999774437519936,Not Significant
P35221,CTNNA1,catenin alpha 1,-1.065880634033,0.180263866549948,0.999774437519936,Not Significant
P35226,BMI1,"BMI1 proto-oncogene, polycomb ring finger",-0.0618280679176175,0.81084187696117,0.999774437519936,Not Significant
P35232,PHB1,prohibitin 1,-0.133953507424052,0.695178125204932,0.999774437519936,Not Significant
P35237,SERPINB6,serpin family B member 6,0.0836206791640059,0.618088197648048,0.999774437519936,Not Significant
P35240,NF2,"NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor",0.54847608732281,0.729055853628221,0.999774437519936,Not Significant
P35241,RDX,radixin,-0.011975113913604,0.940403489580313,0.999774437519936,Not Significant
P35244,RPA3,replication protein A3,-0.577285622627111,0.42258625407023,0.999774437519936,Not Significant
P35249,RFC4,replication factor C subunit 4,-0.0109159178755889,0.95461662496947,0.999774437519936,Not Significant
P35250,RFC2,replication factor C subunit 2,0.0215507271871365,0.882596602431544,0.999774437519936,Not Significant
P35251,RFC1,replication factor C subunit 1,0.0845641398092075,0.598008288202288,0.999774437519936,Not Significant
P35269,GTF2F1,general transcription factor IIF subunit 1,0.139691759612033,0.386117334751692,0.999774437519936,Not Significant
P35270,SPR,sepiapterin reductase,-0.331595043120182,0.337436264094883,0.999774437519936,Not Significant
P35475,IDUA,alpha-L-iduronidase,0.410761532885726,0.41644789710512,0.999774437519936,Not Significant
P35527,KRT9,keratin 9,0.419354817637036,0.473488157817821,0.999774437519936,Not Significant
P35573,AGL,"amylo-alpha-1,6-glucosidase and 4-alpha-glucanotransferase",-0.184290855365852,0.437916243716682,0.999774437519936,Not Significant
P35579,MYH9,myosin heavy chain 9,0.040245111502602,0.771090692638347,0.999774437519936,Not Significant
P35580,MYH10,myosin heavy chain 10,0.125201966570314,0.793867415359814,0.999774437519936,Not Significant
P35606,COPB2,coat protein complex I subunit beta 2,0.154287274189883,0.45196649909861,0.999774437519936,Not Significant
P35610,SOAT1,sterol O-acyltransferase 1,-0.0594653817420084,0.840205609512495,0.999774437519936,Not Significant
P35611,ADD1,adducin 1,0.191407149074981,0.340098409900713,0.999774437519936,Not Significant
P35613,BSG,basigin (Ok blood group),0.0265478993026503,0.937292049022536,0.999774437519936,Not Significant
P35658,NUP214,nucleoporin 214,0.0541404623687179,0.737611483320234,0.999774437519936,Not Significant
P35659,DEK,DEK proto-oncogene,0.122828857737233,0.584983521136731,0.999774437519936,Not Significant
P35749,MYH11,myosin heavy chain 11,0.745235515472929,0.324720737851616,0.999774437519936,Not Significant
P35754,GLRX,glutaredoxin,-0.500158635365272,0.592249100761316,0.999774437519936,Not Significant
P35790,CHKA,choline kinase alpha,-0.388259042938224,0.302308366654892,0.999774437519936,Not Significant
P35813,PPM1A,"protein phosphatase, Mg2+/Mn2+ dependent 1A",-0.0790001711187833,0.810144823828555,0.999774437519936,Not Significant
P35908,KRT2,keratin 2,-0.402667355554804,0.526977296068049,0.999774437519936,Not Significant
P35914,HMGCL,3-hydroxy-3-methylglutaryl-CoA lyase,-0.0128317909426504,0.939040957719041,0.999774437519936,Not Significant
P35998,PSMC2,"proteasome 26S subunit, ATPase 2",0.266499988942564,0.46353460928739,0.999774437519936,Not Significant
P36404,ARL2,ARF like GTPase 2,-0.816015040378863,0.0123794533912553,0.999774437519936,Not Significant
P36405,ARL3,ARF like GTPase 3,0.195850328407609,0.521942820331758,0.999774437519936,Not Significant
P36507,MAP2K2,mitogen-activated protein kinase kinase 2,-0.050209636400596,0.743801354218001,0.999774437519936,Not Significant
P36508,ZNF76,zinc finger protein 76,-0.576192691653914,0.249975445860001,0.999774437519936,Not Significant
P36542,ATP5F1C,ATP synthase F1 subunit gamma,-0.0255056040627556,0.940040985309363,0.999774437519936,Not Significant
P36543,ATP6V1E1,ATPase H+ transporting V1 subunit E1,1.29799919260967,0.331041042492498,0.999774437519936,Not Significant
P36551,CPOX,coproporphyrinogen oxidase,0.398169651334949,0.192817310805317,0.999774437519936,Not Significant
P36578,RPL4,ribosomal protein L4,0.178446017354817,0.711519136810401,0.999774437519936,Not Significant
P36639,NUDT1,nudix hydrolase 1,-0.0795949806243018,0.768462744422086,0.999774437519936,Not Significant
P36776,LONP1,"lon peptidase 1, mitochondrial",0.0747864327447199,0.747083141145702,0.999774437519936,Not Significant
P36871,PGM1,phosphoglucomutase 1,0.201962648025383,0.15595364599298,0.999774437519936,Not Significant
P36873,PPP1CC,protein phosphatase 1 catalytic subunit gamma,-0.11970580890785,0.711345249109731,0.999774437519936,Not Significant
P36897,TGFBR1,transforming growth factor beta receptor 1,0.0925894197768365,0.885024637626905,0.999774437519936,Not Significant
P36915,GNL1,G protein nucleolar 1 (putative),-0.265871262572587,0.115827758591851,0.999774437519936,Not Significant
P36952,SERPINB5,serpin family B member 5,-0.131640418940121,0.900871726996308,0.999774437519936,Not Significant
P36957,DLST,dihydrolipoamide S-succinyltransferase,-0.0299455282696953,0.911421425547049,0.999774437519936,Not Significant
P36959,GMPR,guanosine monophosphate reductase,0.618909835809843,0.458749666558491,0.999774437519936,Not Significant
P36969,GPX4,glutathione peroxidase 4,-0.0688365772788041,0.54027536441619,0.999774437519936,Not Significant
P37059,HSD17B2,hydroxysteroid 17-beta dehydrogenase 2,0.80266101358469,0.639003882489273,0.999774437519936,Not Significant
P37108,SRP14,signal recognition particle 14,-0.306361334608578,0.257690095396644,0.999774437519936,Not Significant
P37173,TGFBR2,transforming growth factor beta receptor 2,-0.258757651020502,0.555751222390198,0.999774437519936,Not Significant
P37198,NUP62,nucleoporin 62,-0.681752368815087,0.229805181830435,0.999774437519936,Not Significant
P37235,HPCAL1,hippocalcin like 1,0.106071281640188,0.759541873693824,0.999774437519936,Not Significant
P37268,FDFT1,farnesyl-diphosphate farnesyltransferase 1,0.0360172031938175,0.913318551464012,0.999774437519936,Not Significant
P37802,TAGLN2,transgelin 2,-0.048990661045064,0.881784821797357,0.999774437519936,Not Significant
P37837,TALDO1,transaldolase 1,0.0340639906739555,0.880733438288864,0.999774437519936,Not Significant
P37840,SNCA,synuclein alpha,-0.0367049545386731,0.882255743331243,0.999774437519936,Not Significant
P38117,ETFB,electron transfer flavoprotein subunit beta,-0.167380204521278,0.616146075091305,0.999774437519936,Not Significant
P38159,RBMX,RNA binding motif protein X-linked,0.736499099721725,0.145315945343915,0.999774437519936,Not Significant
P38432,COIL,coilin,0.151949605326231,0.50674186493147,0.999774437519936,Not Significant
P38435,GGCX,gamma-glutamyl carboxylase,0.245117071776264,0.424860027798015,0.999774437519936,Not Significant
P38571,LIPA,"lipase A, lysosomal acid type",0.110504355349883,0.564348160311994,0.999774437519936,Not Significant
P38606,ATP6V1A,ATPase H+ transporting V1 subunit A,-0.0221844360715706,0.869963170938201,0.999774437519936,Not Significant
P38646,HSPA9,heat shock protein family A (Hsp70) member 9,0.139065854262956,0.647937876182811,0.999774437519936,Not Significant
P38919,EIF4A3,eukaryotic translation initiation factor 4A3,0.604373991711697,0.192973487453276,0.999774437519936,Not Significant
P39019,RPS19,ribosomal protein S19,-0.439858778607167,0.0365976949405509,0.999774437519936,Not Significant
P39023,RPL3,ribosomal protein L3,-0.0206507537641425,0.920419370655506,0.999774437519936,Not Significant
P39210,MPV17,mitochondrial inner membrane protein MPV17,-1.06472487203215,0.241683333820297,0.999774437519936,Not Significant
P39656,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit,-0.0752677035758992,0.840996361207695,0.999774437519936,Not Significant
P39687,ANP32A,acidic nuclear phosphoprotein 32 family member A,0.171397426733195,0.773021184843195,0.999774437519936,Not Significant
P39748,FEN1,flap structure-specific endonuclease 1,-0.013181915052865,0.966533156629491,0.999774437519936,Not Significant
P39880,CUX1,cut like homeobox 1,-0.00425538896032178,0.978347979657092,0.999774437519936,Not Significant
P40121,CAPG,"capping actin protein, gelsolin like",0.223079110847398,0.218142674049487,0.999774437519936,Not Significant
P40189,IL6ST,interleukin 6 cytokine family signal transducer,0.0483202806013259,0.888899121766024,0.999774437519936,Not Significant
P40222,TXLNA,taxilin alpha,0.0857957649231406,0.862506283284631,0.999774437519936,Not Significant
P40227,CCT6A,chaperonin containing TCP1 subunit 6A,0.250094285852201,0.13405736870426,0.999774437519936,Not Significant
P40305,IFI27,interferon alpha inducible protein 27,-0.0598188681721314,0.9548893970548,0.999774437519936,Not Significant
P40306,PSMB10,proteasome 20S subunit beta 10,0.13343363488663,0.557002470300417,0.999774437519936,Not Significant
P40394,ADH7,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide",-0.19111300298447,0.637119848825105,0.999774437519936,Not Significant
P40429,RPL13A,ribosomal protein L13a,-0.115185784635096,0.512901701463491,0.999774437519936,Not Significant
P40616,ARL1,ARF like GTPase 1,0.198783330530874,0.24673142468853,0.999774437519936,Not Significant
P40692,MLH1,mutL homolog 1,0.0695367748151333,0.709305199536802,0.999774437519936,Not Significant
P40818,USP8,ubiquitin specific peptidase 8,0.00304983761190864,0.980896619462045,0.999774437519936,Not Significant
P40855,PEX19,peroxisomal biogenesis factor 19,0.269630261174696,0.45781646348519,0.999774437519936,Not Significant
P40925,MDH1,malate dehydrogenase 1,-0.210465104645194,0.3110382304098,0.999774437519936,Not Significant
P40926,MDH2,malate dehydrogenase 2,-0.08155483965339,0.687194497870218,0.999774437519936,Not Significant
P40937,RFC5,replication factor C subunit 5,-0.204700798585482,0.480738000715802,0.999774437519936,Not Significant
P40938,RFC3,replication factor C subunit 3,0.216739311215649,0.518728867271614,0.999774437519936,Not Significant
P40939,HADHA,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha,0.0966345255528587,0.762627025914643,0.999774437519936,Not Significant
P41091,EIF2S3,eukaryotic translation initiation factor 2 subunit gamma,0.215630897688068,0.0459019878028701,0.999774437519936,Not Significant
P41208,CETN2,centrin 2,-0.28426958934219,0.381077831730276,0.999774437519936,Not Significant
P41212,ETV6,ETS variant transcription factor 6,-0.0597824617818546,0.817752010721682,0.999774437519936,Not Significant
P41214,EIF2D,eukaryotic translation initiation factor 2D,-0.121682329701117,0.672775526402462,0.999774437519936,Not Significant
P41218,MNDA,myeloid cell nuclear differentiation antigen,0.277293075454074,0.205435966741284,0.999774437519936,Not Significant
P41226,UBA7,ubiquitin like modifier activating enzyme 7,0.223370414675771,0.148614609379529,0.999774437519936,Not Significant
P41227,NAA10,"N-alpha-acetyltransferase 10, NatA catalytic subunit",-0.306981573269564,0.0209708707134317,0.999774437519936,Not Significant
P41229,KDM5C,lysine demethylase 5C,0.143249723138228,0.623803218380975,0.999774437519936,Not Significant
P41236,PPP1R2,protein phosphatase 1 regulatory inhibitor subunit 2,-0.345694494007132,0.355061509471578,0.999774437519936,Not Significant
P41240,CSK,C-terminal Src kinase,-0.279933832489595,0.459772446180866,0.999774437519936,Not Significant
P41250,GARS1,glycyl-tRNA synthetase 1,0.0253932600681891,0.892839852743069,0.999774437519936,Not Significant
P41252,IARS1,isoleucyl-tRNA synthetase 1,0.0342837129087808,0.847327165396596,0.999774437519936,Not Significant
P41586,ADCYAP1R1,ADCYAP receptor type I,0.127361641636763,0.746745645712613,0.999774437519936,Not Significant
P41970,ELK3,ETS transcription factor ELK3,0.130859502780121,0.780575731369186,0.999774437519936,Not Significant
P42025,ACTR1B,actin related protein 1B,0.0356583416126668,0.914107020392029,0.999774437519936,Not Significant
